temperature,label
24.96714153011233,warm
18.617356988288154,cool
26.476885381006923,warm
35.23029856408026,hot
17.65846625276664,cool
17.658630430508193,cool
35.79212815507391,hot
27.674347291529088,warm
15.305256140650478,cool
25.425600435859646,warm
15.365823071875377,cool
15.342702464297432,cool
22.419622715660342,warm
0.8671975534220202,cold
2.750821674869673,cold
14.377124707590273,cool
9.871688796655762,cold
23.14247332595274,warm
10.91975924478789,cool
5.876962986647085,cold
34.65648768921554,hot
17.742236995134643,cool
20.67528204687924,cool
5.752518137865433,cold
14.556172754748173,cool
21.10922589709866,warm
8.490064225776973,cold
23.75698018345672,warm
13.99361310081195,cool
17.083062502067232,cool
13.982933877706031,cool
38.522781845089376,hot
19.865027752620662,cool
9.422890710440996,cold
28.22544912103189,warm
7.791563500289778,cold
22.088635950047554,warm
0.40329876120224384,cold
6.7181395110156945,cold
21.968612358691235,warm
27.384665799954107,warm
21.713682811899705,warm
18.843517176117594,cool
16.988963044107113,cool
5.214780096325725,cold
12.801557916052914,cool
15.393612290402125,cool
30.571222262189156,hot
23.436182895684613,warm
2.3695984463726596,cold
23.24083969394795,warm
16.149177195836835,cool
13.230779996940413,cool
26.11676288840868,warm
30.309995224959508,hot
29.312801191161988,warm
11.607824767773614,cool
16.907876241487855,cool
23.31263431403564,warm
29.755451271223592,warm
15.208257621547101,cool
18.143410233361827,cool
8.936650259939718,cold
8.037933759193292,cold
28.12525822394198,warm
33.56240028570823,hot
19.27989878419666,cool
30.03532897892024,hot
23.61636025047634,warm
13.548802453948756,cool
23.613956055084138,warm
35.38036566465969,hot
19.641739608900483,cool
35.64643655814006,hot
-6.197451040897445,cold
28.21902504375224,warm
20.87047068238171,cool
17.009926495341325,cool
20.917607765355022,cool
0.12431085399107289,cold
17.80328112162488,cool
23.571125715117464,warm
34.77894044741516,hot
14.817297817263526,cool
11.915063971068124,cool
14.982429564154636,cool
29.15402117702074,warm
23.287511096596845,warm
14.702397962329613,cool
25.13267433113356,warm
20.970775493480403,cool
29.686449905328892,warm
12.979469061226476,cool
16.723378534022316,cool
16.078918468678424,cool
5.364850518678814,cold
22.961202770645762,warm
22.610552721798893,warm
20.051134566424608,cool
17.654128666248532,cool
5.846292579495858,cold
15.79354677234641,cool
16.572854834732304,cool
11.97722730778381,cool
18.38714288333991,cool
24.040508568145384,warm
38.8618590121053,hot
21.74577812831839,warm
22.57550390722764,warm
19.255540842338327,cool
0.8122878470095856,cold
19.73486124550783,cool
20.602302099410263,cool
44.63242112485286,hot
18.076390352188774,cool
23.015473423336125,warm
19.652882302947567,cool
8.31321962380468,cold
31.428228145150207,hot
27.519330326867742,warm
27.91031947043047,warm
10.90612545205261,cool
34.02794310936099,hot
5.981489372077192,cold
25.868570938002705,warm
41.90455625809979,hot
10.094636748693116,cool
14.33702270397228,cool
20.996513650876413,cool
14.965243458838007,cool
4.493365689338674,cold
20.685629748060272,cool
9.376962862738951,cold
24.735924306351816,warm
10.80575765766197,cool
35.499344050175395,hot
12.167467076637628,cool
16.779384837943244,cool
28.135172173696695,warm
7.691356835660448,cold
22.274599346041295,warm
33.07142754282428,hot
3.9251676543877245,cold
21.846338585323043,warm
22.598827942484235,warm
27.818228717773103,warm
7.6304928912191805,cold
6.795433869157236,cold
25.219415656168977,warm
22.96984673233186,warm
22.504928503458764,warm
23.464482094969757,warm
13.199752784215093,cool
22.322536971610035,warm
22.93072473298681,warm
12.85648581973632,cool
38.65774511144757,hot
24.738329209117875,warm
8.086965027973514,cold
26.565536086338298,warm
10.253183297726785,cool
27.87084603742452,warm
31.58595579007404,hot
11.793176816482895,cool
29.633761292443218,warm
24.12780926936498,warm
28.2206015999449,warm
38.967929826539475,hot
17.546118839971296,cool
12.462638356425105,cool
11.104855703744768,cool
11.841897150345616,cool
19.22898290585896,cool
23.411519748166437,warm
22.76690799330019,warm
28.27183249036024,warm
20.13001891877907,cool
34.53534077157317,hot
17.35343166762044,cool
47.20169166589619,hot
26.25667347765006,warm
11.428424435837174,cool
9.291075019388877,cold
24.824724152431852,warm
17.76537214674149,cool
27.14000494092092,warm
24.73237624573545,warm
19.27171087343127,cool
11.53206281931595,cool
4.8515277531413545,cold
15.534850479329789,cool
28.56398794323472,warm
22.14093744130204,warm
7.542612212880119,cold
21.73180925851182,warm
23.853173797288367,warm
11.16142563798867,cool
21.53725105945528,warm
20.58208718446,cool
8.570297021693769,cold
23.577873603482832,warm
25.607845263682343,warm
30.83051243175277,hot
30.53802052034903,hot
6.223306320429089,cold
10.621749600848773,cool
25.150352672086598,warm
25.137859509122087,warm
25.15047686306048,warm
58.52731490654721,hot
25.70890510693167,warm
31.355656401805987,hot
29.540017634932024,warm
26.51391251305798,warm
16.847307553596544,cool
27.589692204932675,warm
12.271747854624282,cool
17.63181393259991,cool
15.146364521708964,cool
20.818741393863224,cool
43.146585666735085,hot
1.3273480740825185,cold
26.862601903745134,warm
3.8728412881034835,cold
15.280681342105666,cool
30.88950596967366,hot
20.642800190954627,cool
9.22255222070694,cold
12.846962907400318,cool
26.795977489346757,warm
12.696333682828634,cool
22.164585895819748,warm
20.455718399038137,cool
13.48399652394183,cool
41.439440893253256,hot
26.33919022318011,warm
-0.2514258665760707,cold
21.864543147694278,warm
13.38213535231612,cool
28.52433334796224,warm
12.074792615672994,cool
18.85263558533101,cool
25.04987278980457,warm
28.657551941701215,warm
7.997035929442237,cold
16.654987641590516,cool
15.250546888390438,cool
13.466707674262882,cool
37.65454240281097,hot
24.049817109609556,warm
7.391160456649548,cold
29.17861947054776,warm
