weight,label
77.45071229516849,normal
67.92603548243223,normal
79.71532807151038,normal
92.84544784612038,overweight
66.48769937914996,normal
66.4879456457623,normal
93.68819223261087,overweight
81.51152093729362,normal
62.95788421097572,normal
78.13840065378947,normal
63.04873460781307,normal
63.01405369644615,normal
73.62943407349051,normal
41.30079633013303,underweight
44.12623251230451,underweight
61.56568706138541,normal
54.80753319498364,normal
74.71370998892911,normal
56.37963886718184,normal
48.81544447997062,underweight
91.98473153382331,overweight
66.61335549270197,normal
71.01292307031886,normal
48.62877720679815,underweight
61.834259132122256,normal
71.66383884564799,normal
52.73509633866546,normal
75.63547027518509,normal
60.99041965121793,normal
65.62459375310085,normal
60.97440081655905,normal
97.78417276763406,overweight
69.79754162893099,normal
54.13433606566149,normal
82.33817368154783,normal
51.68734525043467,normal
73.13295392507133,normal
40.60494814180336,underweight
50.07720926652354,normal
72.95291853803685,normal
81.07699869993115,normal
72.57052421784955,normal
68.2652757641764,normal
65.48344456616067,normal
47.82217014448859,underweight
59.20233687407937,normal
63.09041843560319,normal
85.85683339328374,overweight
75.15427434352692,normal
43.554397669558995,underweight
74.86125954092192,normal
64.22376579375525,normal
59.84616999541062,normal
79.17514433261302,normal
85.46499283743927,overweight
83.96920178674299,normal
57.41173715166042,normal
65.36181436223178,normal
74.96895147105346,normal
84.63317690683539,normal
62.81238643232065,normal
67.21511535004274,normal
53.40497538990958,normal
52.05690063878994,normal
82.18788733591298,normal
90.34360042856234,overweight
68.91984817629499,normal
85.05299346838036,overweight
75.42454037571451,normal
60.323203680923136,normal
75.4209340826262,normal
93.07054849698955,overweight
69.46260941335073,normal
93.4696548372101,overweight
30.703823438653835,underweight
82.32853756562835,normal
71.30570602357257,normal
65.51488974301199,normal
71.37641164803253,normal
40.18646628098661,underweight
66.70492168243732,normal
75.35668857267619,normal
92.16841067112274,overweight
62.22594672589529,normal
57.87259595660218,normal
62.47364434623195,normal
83.73103176553111,normal
74.93126664489526,normal
62.05359694349442,normal
77.69901149670034,normal
71.4561632402206,normal
84.52967485799334,normal
59.469203591839715,normal
65.08506780103347,normal
64.11837770301764,normal
48.04727577801822,underweight
74.44180415596864,normal
73.91582908269834,normal
70.07670184963692,normal
66.4811929993728,normal
48.769438869243785,underweight
63.69032015851961,normal
64.85928225209845,normal
57.96584096167572,normal
67.58071432500986,normal
76.06076285221808,normal
98.29278851815795,overweight
72.61866719247759,normal
73.86325586084146,normal
68.8833112635075,normal
41.21843177051438,underweight
69.60229186826174,normal
70.90345314911539,normal
106.94863168727929,obese
67.11458552828316,normal
74.52321013500419,normal
69.47932345442135,normal
52.46982943570702,normal
87.14234221772531,overweight
81.27899549030161,normal
81.8654792056457,normal
56.35918817807892,normal
91.04191466404149,overweight
48.97223405811579,underweight
78.80285640700406,normal
102.85683438714968,obese
55.14195512303968,normal
61.50553405595842,normal
71.49477047631461,normal
62.44786518825701,normal
46.74004853400801,underweight
71.0284446220904,normal
54.06544429410843,normal
77.10388645952773,normal
56.20863648649295,normal
93.24901607526309,overweight
58.251200614956446,normal
65.16907725691486,normal
82.20275826054504,normal
51.53703525349067,normal
73.41189901906193,normal
89.60714131423643,overweight
45.88775148158159,underweight
72.76950787798457,normal
73.89824191372635,normal
81.72734307665965,normal
51.44573933682877,normal
50.193150803735854,normal
77.82912348425347,normal
74.45477009849779,normal
73.75739275518815,normal
75.19672314245463,normal
59.79962917632264,normal
73.48380545741506,normal
74.39608709948021,normal
59.28472872960448,normal
97.98661766717134,overweight
77.10749381367681,normal
52.13044754196027,normal
79.84830412950744,normal
55.379774946590175,normal
81.80626905613678,normal
87.37893368511106,overweight
57.68976522472434,normal
84.45064193866483,normal
76.19171390404748,normal
82.33090239991735,normal
98.4518947398092,overweight
66.31917825995694,normal
58.693957534637654,normal
56.65728355561715,normal
57.762845725518424,normal
68.84347435878844,normal
75.11727962224965,normal
74.15036198995028,normal
82.40774873554035,normal
70.1950283781686,normal
91.80301115735975,overweight
66.03014750143066,normal
110.80253749884429,obese
79.3850102164751,normal
57.14263665375576,normal
53.93661252908332,normal
77.23708622864778,normal
66.64805822011223,normal
80.71000741138138,normal
77.09856436860318,normal
68.9075663101469,normal
57.29809422897392,normal
47.27729162971203,underweight
63.302275718994686,normal
82.84598191485209,normal
73.21140616195306,normal
51.31391831932018,normal
72.59771388776772,normal
75.77976069593255,normal
56.74213845698301,normal
72.30587658918292,normal
70.87313077669,normal
52.85544553254066,normal
75.36681040522424,normal
78.41176789552351,normal
86.24576864762915,overweight
85.80703078052355,overweight
49.33495948064363,underweight
55.93262440127316,normal
77.7255290081299,normal
77.70678926368313,normal
77.72571529459071,normal
127.79097235982081,obese
78.5633576603975,normal
87.03348460270898,overweight
84.31002645239803,normal
79.77086876958697,normal
65.27096133039481,normal
81.38453830739901,normal
58.40762178193643,normal
66.44772089889986,normal
62.71954678256345,normal
71.22811209079484,normal
104.71987850010262,obese
41.99102211112378,underweight
80.2939028556177,normal
45.80926193215522,underweight
62.9210220131585,normal
86.33425895451049,overweight
70.96420028643195,normal
53.83382833106041,normal
59.27044436110047,normal
80.19396623402014,normal
59.04450052424295,normal
73.24687884372962,normal
70.6835775985572,normal
60.22599478591275,normal
102.15916133987989,obese
79.50878533477017,normal
39.622861200135894,underweight
72.79681472154141,normal
60.07320302847418,normal
82.78650002194335,normal
58.11218892350949,normal
68.27895337799652,normal
77.57480918470685,normal
82.98632791255181,normal
51.99555389416336,normal
64.98248146238578,normal
62.87582033258566,normal
60.200061511394324,normal
96.48181360421646,overweight
76.07472566441433,normal
51.08674068497432,normal
83.76792920582164,normal
101.8323429551895,obese
85.4869789082672,overweight
47.2094505106898,underweight
62.73648890700623,normal
89.00366723779933,overweight
59.38495801571829,normal
76.65729142219342,normal
81.61951080144006,normal
56.09604292632876,normal
69.10711965907299,normal
21.38098989896391,underweight
54.63418537998565,normal
66.2114777291026,normal
51.28325227052726,normal
94.48616955897452,overweight
48.54787933059051,underweight
63.39933269954524,normal
71.96110865929137,normal
91.61909933599173,overweight
48.46206773230841,underweight
87.4474562823244,overweight
70.1534959152938,normal
55.27737023428074,normal
76.93155211394907,normal
72.98589543360205,normal
60.99674684261808,normal
71.04703127485028,normal
64.2202960470736,normal
71.70276017876873,normal
79.9319601178157,normal
93.79025224218029,overweight
51.43276751759726,normal
101.995500619844,obese
40.71868300716247,underweight
67.72322357446625,normal
78.82475809726864,normal
74.2148780160255,normal
60.659507202691096,normal
66.87816624464087,normal
62.604985980117505,normal
61.15952864583683,normal
82.74403145531537,normal
75.35523228947571,normal
59.60635607109019,normal
83.49399813149876,normal
74.60949281314915,normal
82.1929317825844,normal
79.44443262885419,normal
57.56507483616892,normal
61.597284397045456,normal
81.20940407684893,normal
79.15555398150197,normal
69.68647609053778,normal
71.75991074963173,normal
89.16497343682637,overweight
61.12642916746255,normal
78.20646071755057,normal
66.9671102134916,normal
66.7347819515917,normal
86.48165277980786,overweight
82.38124523482045,normal
82.20264454000957,normal
89.58218210731494,overweight
70.31505762449139,normal
80.22929456942445,normal
65.34599865109816,normal
74.86249528732664,normal
68.04785418448473,normal
71.45493947489078,normal
78.92735538155371,normal
57.726689751497915,normal
101.3858091352819,obese
54.90973927750447,normal
51.787170808184015,normal
87.37166310250102,overweight
81.87494040944404,normal
79.36179725578234,normal
79.4251826389642,normal
